Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN
13744,18,1.0,18,-,1,82,0.25,5,-,1,0,6.25,33.34197805,-13.0,64.0,25.5,0.277777778,1,-0.5092,-0.5182,-0.0066,0.0,0.0,0,6.25,6.25,0.0,0.5028,0.564705882,TRAIN
9070,117,0.25,1,-,1,30,1.0,30,-,1,0,0.0,-50.22947342,29.0,-87.0,-29.0,0.033333333,1,0.4948,0.5034,0.0148,0.0,0.0,0,0.0,0.0,0.0,0.6272,0.477777778,TRAIN
9440,21,1.0,21,-,1,54,0.6,-24,-,1,0,1.8,38.21203999,-45.0,33.0,-6.0,0.0,1,0.203,0.1952,-0.0002,-0.3981,-0.3979,0,1.8,1.8,-62.4,0.4359,0.56,TRAIN
10008,111,0.2,-9,-,1,78,0.2,10,Symm,6,0,8.6,-20.7954048,19.0,-30.5,17.28571429,0.0,1,0.6014,0.5986,-0.0164,0.7963,0.7948,0,8.6,8.6,192.0,0.819,0.7375,TRAIN
10793,27,0.99,5,-,1,27,0.6,10,R-skew,7,0,-6.58,13.94050376,5.0,120.0,33.625,0.5,1,-0.7563,-0.7612,1.0,0.0,0.0,0,-6.58,-6.58,0.0,0.2793,0.231578947,TRAIN
12385,-5,0.75,-22,-,1,61,0.05,-12,-,1,0,0.9,8.548765212,10.0,66.0,38.0,0.545454545,1,-0.4142,-0.4226,1.0,0.054,0.0473,0,0.9,0.9,8.3,0.5929,0.6,TRAIN
8147,-4,1.0,-4,-,1,-7,0.4,-10,-,1,0,-4.8,1.469693846,-6.0,-3.0,-4.5,0.4,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.8,-4.8,0.0,0.0,0.164705882,TRAIN
9242,65,0.1,12,-,1,30,0.8,-31,-,1,0,0.5,8.5,-43.0,-35.0,-39.0,0.0,1,0.4034,0.4418,-1.0,-0.2086,-0.2001,0,0.5,0.5,-38.4,0.3978,0.329411765,TRAIN
14136,-8,1.0,-8,-,1,79,0.01,-20,-,1,0,-11.01,9.850375627,-12.0,87.0,37.5,0.4,1,-0.9772,-0.9826,0.0068,0.0113,0.0091,0,-11.01,-11.01,1.98,0.2045,0.3875,TRAIN
244,12,1.0,12,-,1,89,0.25,-7,-,1,0,5.0,41.56921938,-19.0,77.0,29.0,0.0,1,-0.499,-0.5034,-0.01,-0.7485,-0.7526,0,5.0,5.0,-144.0,0.3209,0.6375,TRAIN
6229,-2,1.0,-2,-,1,4,0.75,-19,Symm,6,0,0.25,10.00624805,-17.0,8.5,2.714285714,0.105263158,1,0.5102,0.513,0.7226,0.7521,0.7473,0,0.25,0.25,38.25,0.6194,0.752941176,TRAIN
12857,-6,0.9,-14,-,1,-9,0.2,-17,-,1,1,-8.6,0.8,-3.0,-3.0,-3.0,0.823529412,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.6,-8.6,0.0,0.0,0.2625,TRAIN
9767,13,1.0,13,-,1,13,0.95,2,-,1,0,-0.55,2.397394419,-11.0,0.0,-5.5,0.153846154,1,-0.0489,-0.0464,-0.4986,0.0,0.0,-1,-0.55,-0.55,0.0,0.0,0.155555556,TRAIN
8034,35,0.5,19,-,1,22,0.99,9,R-skew,2,0,-5.13,-6.368099268,-10.0,-12.0,-9.333333333,0.473684211,1,-0.0118,-0.0034,-0.6552,0.0,0.0,0,-5.13,-5.13,0.0,0.0661,0.35,TRAIN
13980,26,0.9,18,-,1,30,0.5,21,Symm,4,0,0.3,2.141475531,3.0,5.5,6.2,0.857142857,1,0.205,0.114,1.0,0.0,0.0,0,0.3,0.3,0.0,0.6481,0.53125,TRAIN
11575,2,1.0,2,-,1,6,0.75,-34,-,1,0,-6.0,17.32050808,-36.0,4.0,-16.0,0.0,1,0.5202,0.498,0.0088,-0.2487,-0.2557,0,-6.0,-6.0,-20.0,0.0952,0.5,TRAIN
9908,-10,1.0,-10,-,1,0,0.5,-10,-,1,0,5.0,5.0,0.0,10.0,5.0,1.0,0,0.4987,0.5026,0.4989,0.5074,0.5113,1,5.0,5.0,5.0,1.0,0.811764706,TRAIN
9531,23,1.0,23,-,1,52,0.5,-11,L-skew,2,0,-2.5,31.50793551,-34.0,30.0,8.0,0.0,1,0.0002,0.0094,0.3288,-0.5027,-0.499,0,-2.5,-2.5,-64.0,0.3637,0.3125,TRAIN
3898,16,1.0,16,-,1,41,0.75,-35,Symm,4,0,6.0,32.91751054,-51.0,26.5,9.8,0.0,1,0.4994,0.4934,0.5946,-0.2476,-0.253,0,6.0,6.0,-38.75,0.5957,0.55,TRAIN
11403,51,0.01,20,-,1,81,0.4,-20,-,1,0,0.09,46.39523175,-40.0,30.0,-5.0,0.0,1,-0.2062,-0.1952,0.0066,-0.6,-0.61,0,0.09,0.09,-121.2,0.3528,0.075,TRAIN
10947,30,1.0,30,-,1,45,0.8,-33,L-skew,5,0,-0.6,31.93493385,-63.0,19.0,-3.333333333,0.0,1,0.5022,0.5006,0.3248,-0.204,-0.2024,0,-0.6,-0.6,-32.8,0.5059,0.515966387,TRAIN
14491,16,1.0,16,-,1,42,0.5,1,-,1,0,5.5,20.5,-15.0,26.0,5.5,0.0625,1,0.005,-0.011,0.004,0.0,0.0,0,5.5,5.5,0.0,0.6059,0.6625,TRAIN
4224,0,1.0,0,-,1,91,0.05,-3,Symm,4,0,1.7,20.48774024,-3.0,92.5,72.2,0.0,1,-0.9014,-0.896,0.6084,-0.9014,-0.905,0,1.7,1.7,-85.95,0.3873,0.6125,TRAIN
2278,6,1.0,6,-,1,21,0.4,6,-,1,0,6.0,7.348469228,0.0,15.0,7.5,1.0,1,0.3944,0.3938,0.5119,0.0,0.0,1,6.0,6.0,0.0,1.0,0.8125,TRAIN
535,-1,1.0,-1,-,1,24,0.2,-6,-,1,0,1.0,12.0,-5.0,25.0,10.0,0.166666667,1,-0.581,-0.6114,0.002,0.1978,0.206,0,1.0,1.0,12.0,0.463,0.28,TRAIN
5648,13,1.0,13,-,1,17,0.75,-4,Symm,8,0,-1.25,9.16515139,-17.0,7.5,1.666666667,0.0,1,0.4922,0.484,0.7888,-0.2479,-0.2539,0,-1.25,-1.25,-12.25,0.4169,0.568421053,TRAIN
9527,79,0.05,24,-,1,28,0.2,27,Symm,8,-1,0.45,-11.27282925,0.5,-47.5,-23.61111111,0.979591837,1,0.8994,0.8922,-0.0102,0.0,0.0,0,0.45,0.45,0.0,0.6036,0.655555556,TRAIN
11892,6,0.99,-20,-,1,41,0.2,1,-,1,0,3.26,13.41303266,21.0,35.0,28.0,0.0,1,-0.5816,-0.5768,1.0,0.0085,0.0095,0,3.26,3.26,1.22,0.7115,0.75,TRAIN
13284,12,0.9,8,-,1,91,0.05,9,R-skew,7,0,1.5,17.1109257,1.0,199.0,95.5,0.888888889,1,-0.699,-0.7146,1.0,0.0,0.0,0,1.5,1.5,-2.84e-14,0.6323,0.677473958,TRAIN
11522,4,0.8,-46,-,1,13,0.5,-32,Symm,8,-1,-3.5,2.51943605,14.0,12.5,29.0,0.695652174,1,0.3934,0.0068,1.0,-0.3093,-0.3007,0,-3.5,-3.5,-37.5,0.5384,0.59047619,TRAIN
10265,16,1.0,16,-,1,32,0.05,11,Symm,4,0,-3.95,4.580938768,-5.0,17.5,11.8,0.6875,1,-0.9076,-0.9058,0.597,0.0,0.0,0,-3.95,-3.95,0.0,0.2845,0.253333333,TRAIN
329,8,0.75,-12,-,1,3,1.0,3,-,1,0,0.0,-8.660254038,15.0,-5.0,5.0,0.0,1,-0.5138,-0.5018,0.0084,0.2556,0.2494,0,0.0,0.0,10.0,0.5487,0.333333333,TRAIN
14006,43,0.1,-6,-,1,14,0.6,-14,Symm,6,0,3.9,-0.955546573,-8.0,-26.5,-8.5,0.428571429,1,-0.001,0.08,-0.2824,0.5042,0.5048,0,3.9,3.9,57.0,0.6208,0.613333333,TRAIN
12150,16,0.01,2,-,1,11,0.4,0,L-skew,3,0,2.26,4.214155896,-2.0,-3.0,-1.25,0.0,1,-0.2168,-0.2102,-0.5096,-0.6008,-0.5968,0,2.26,2.26,-9.6,0.6434,0.48,TRAIN
11076,14,0.6,7,-,1,11,1.0,11,Symm,4,0,-0.2,-2.563260236,2.5,-1.5,0.5,0.736842105,1,-0.2022,-0.1882,0.0096,0.0,0.0,0,-0.2,-0.2,1.78e-15,0.4691,0.344444444,TRAIN
13551,19,0.6,1,-,1,20,0.75,-6,-,1,0,1.7,2.440167175,-7.0,1.0,-3.0,0.0,1,0.5008,0.5026,0.0076,-0.2521,-0.2457,0,1.7,1.7,-13.0,0.5483,0.5625,TRAIN
6224,28,0.01,18,-,1,14,0.95,-49,R-skew,6,0,-7.25,16.9626711,-67.0,43.0,-6.0,0.0,1,-0.7478,-0.7586,-0.405,-0.0523,-0.0526,0,-7.25,-7.25,-12.0,0.084,0.173333333,TRAIN
10925,11,1.0,11,-,1,30,0.01,18,-,1,0,7.12,1.193984925,7.0,19.0,13.0,0.611111111,1,1.0,1.0,1.0,0.0,0.0,1,7.12,7.12,0.0,1.0,0.929411765,TRAIN
473,1,1.0,1,-,1,15,0.75,-44,-,1,0,-0.75,25.54774941,-45.0,14.0,-15.5,0.0,1,0.4952,0.5118,0.005,-0.2505,-0.2533,0,-0.75,-0.75,-29.5,0.4545,0.7,TRAIN
3009,20,1.0,20,-,1,59,0.6,-48,-,1,0,-3.8,52.4190805,-68.0,39.0,-14.5,0.0,1,0.2096,0.2038,-0.0022,-0.4001,-0.4084,0,-3.8,-3.8,-85.6,0.3677,0.3875,TRAIN
9990,14,1.0,14,-,1,39,0.5,-10,Symm,2,0,0.5,24.50255089,-24.0,25.5,8.666666667,0.0,1,-0.0028,0.0126,0.3246,-0.497,-0.4965,0,0.5,0.5,-49.5,0.4471,0.6,TRAIN
3685,10,1.0,10,-,1,20,0.2,0,-,1,0,-6.0,8.0,-10.0,10.0,0.0,0.0,1,-0.5994,-0.5982,-0.0046,-0.8004,-0.7986,0,-6.0,-6.0,-16.0,0.0993,0.2125,TRAIN
7313,54,0.25,5,-,1,62,0.5,-23,Symm,8,0,2.25,21.29267048,-28.0,11.5,23.05555556,0.0,1,0.0122,0.0038,0.7794,-0.493,-0.498,0,2.25,2.25,-88.5,0.4632,0.45,TRAIN
10002,13,0.95,-11,-,1,12,1.0,12,-,1,0,0.2,-5.230678732,23.0,-1.0,11.0,0.0,1,-0.9004,-0.8996,-0.0042,0.05,0.0484,0,0.2,0.2,2.4,0.588,0.7875,TRAIN
7008,17,1.0,17,-,1,58,0.5,-28,-,1,0,-2.0,43.0,-45.0,41.0,-2.0,0.0,1,-0.018,0.0022,-0.0006,-0.5053,-0.499,0,-2.0,-2.0,-86.0,0.351,0.413333333,TRAIN
7419,52,0.25,11,-,1,18,0.1,16,Symm,4,0,-5.05,-17.09397548,5.0,-32.5,-13.9,0.6875,1,0.505,0.5062,-0.0046,0.0,0.0,0,-5.05,-5.05,-7.11e-15,0.2565,0.422222222,TRAIN
12556,-9,0.9,-12,-,1,-15,0.25,-16,-,1,0,-6.45,-0.466987298,-4.0,-6.0,-5.0,0.75,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.45,-6.45,0.0,0.0,0.175,TRAIN
2635,21,0.8,-5,-,1,34,0.01,13,-,1,0,-2.59,-8.310526382,18.0,13.0,15.5,0.0,1,-0.565,-0.594,1.0,0.2046,0.1946,0,-2.59,-2.59,15.6,0.4668,0.6375,TRAIN
1124,25,0.5,5,-,1,37,0.1,16,-,1,0,3.1,-3.7,11.0,12.0,11.5,0.3125,1,0.1916,0.088,1.0,0.0,0.0,0,3.1,3.1,0.0,0.776,0.6125,TRAIN
12356,30,1.0,30,-,1,64,0.2,20,-,1,0,-1.2,17.6,-10.0,34.0,12.0,0.666666667,1,-0.6232,-0.6016,-0.0182,0.0,0.0,0,-1.2,-1.2,0.0,0.3877,0.488888889,TRAIN
3721,16,1.0,16,-,1,38,0.4,13,-,1,0,7.0,12.24744871,-3.0,22.0,9.5,0.8125,1,-0.1808,-0.2104,0.0174,0.0,0.0,0,7.0,7.0,0.0,0.9503,0.575,TRAIN
13340,27,1.0,27,-,1,117,0.25,4,Symm,6,0,5.25,48.93362852,-23.0,92.5,73.85714286,0.148148148,1,-0.5016,-0.4902,0.7138,0.0,0.0,0,5.25,5.25,0.0,0.4942,0.5375,TRAIN
9953,74,0.05,-13,-,1,56,0.01,-16,Symm,2,1,-6.63,-11.79712637,-3.0,-17.5,1.5,0.8125,1,-1.0,-1.0,-0.6762,-0.0407,-0.0356,-1,-6.63,-6.63,-7.2,0.0666,0.2375,TRAIN
4818,5,1.0,5,-,1,32,0.25,-10,R-skew,4,0,-4.5,18.33030278,-15.0,38.0,20.6,0.0,1,-0.5134,-0.4894,0.5996,-0.7474,-0.7525,0,-4.5,-4.5,-79.5,0.2636,0.2,TRAIN
8312,-7,1.0,-7,-,1,82,0.01,-14,Symm,6,0,-6.04,9.552533695,-7.0,91.5,75.28571429,0.5,1,-0.9842,-0.9802,0.7108,0.0103,0.0091,0,-6.04,-6.04,1.97,0.3573,0.488888889,TRAIN
1559,4,1.0,4,-,1,13,0.5,-8,-,1,0,-1.5,10.5,-12.0,9.0,-1.5,0.0,1,-0.004,-0.006,-0.009,-0.5016,-0.5004,0,-1.5,-1.5,-21.0,0.3324,0.386666667,TRAIN
13664,9,1.0,9,-,1,9,0.8,7,-,1,0,-0.4,0.8,-2.0,0.0,-1.0,0.777777778,1,-0.1945,-0.2012,-0.5093,0.0,0.0,-1,-0.4,-0.4,0.0,0.0,0.186666667,TRAIN
12105,65,0.1,-1,-,1,18,0.05,0,Symm,8,0,-4.7,-15.8658546,1.0,-43.5,-16.0,0.0,1,0.7998,0.8018,0.0134,0.8545,0.8017,0,-4.7,-4.7,56.1,0.3375,0.51875,TRAIN
2202,-8,1.0,-8,-,1,10,0.01,-11,L-skew,2,0,-2.79,2.091865196,-3.0,19.0,11.0,0.727272727,1,-0.9796,-0.9792,0.3386,0.0107,0.0108,0,-2.79,-2.79,0.44,0.2974,0.413333333,TRAIN
2061,7,1.0,7,-,1,24,0.01,9,R-skew,5,0,2.15,1.675559608,2.0,43.0,19.83333333,0.777777778,1,1.0,1.0,1.0,0.0,0.0,1,2.15,2.15,-7.11e-15,1.0,0.8,TRAIN
10999,17,1.0,17,-,1,14,0.95,-21,R-skew,6,0,-4.75,13.86136718,-38.0,54.0,4.0,0.0,1,-0.7524,-0.765,-0.1668,-0.0502,-0.051,0,-4.75,-4.75,-9.2,0.126,0.4125,TRAIN
11284,71,0.6,-44,-,1,54,0.1,23,-,1,0,1.1,-47.03826408,67.0,-17.0,25.0,0.0,1,-0.2142,-0.2172,-0.0144,0.3926,0.4012,0,1.1,1.1,92.0,0.6118,0.7,TRAIN
9988,20,1.0,20,-,1,22,0.6,17,-,1,0,0.0,2.449489743,-3.0,2.0,-0.5,0.85,1,0.201,0.1926,-0.0046,0.0,0.0,0,0.0,0.0,0.0,0.5027,0.3875,TRAIN
11851,6,0.1,-3,-,1,-2,1.0,-2,R-skew,8,0,0.1,23.47250466,-6.0,239.0,51.25,0.333333333,1,-0.7018,-0.6345,0.3647,0.0277,0.0283,0,0.1,0.1,12.7,0.4166,0.8,TRAIN
8446,36,0.4,-31,-,1,1,0.75,-16,-,1,0,0.95,-25.46194662,15.0,-35.0,-10.0,0.516129032,1,0.2046,0.1912,-0.008,0.3496,0.352,0,0.95,0.95,46.9,0.5512,0.4125,TRAIN
7286,98,0.1,19,-,1,28,0.95,-31,-,1,0,-1.85,-10.84124812,-50.0,-70.0,-60.0,0.0,1,0.7074,0.7112,-1.0,-0.051,-0.0477,0,-1.85,-1.85,-12.9,0.4368,0.511111111,TRAIN
11129,12,1.0,12,-,1,46,0.05,5,-,1,0,-4.95,8.935742834,-7.0,34.0,13.5,0.416666667,1,-0.904,-0.8906,-0.0098,0.0,0.0,0,-4.95,-4.95,0.0,0.2259,0.329411765,TRAIN
10924,88,0.05,17,-,1,52,0.4,6,-,1,0,3.85,7.061214384,-11.0,-36.0,-23.5,0.352941176,1,-0.2966,-0.2396,-1.0,0.0,0.0,0,3.85,3.85,0.0,0.4099,0.3875,TRAIN
2409,17,1.0,17,-,1,22,0.2,14,-,1,0,-1.4,3.2,-3.0,5.0,1.0,0.823529412,1,-0.5968,-0.5986,0.012,0.0,0.0,0,-1.4,-1.4,0.0,0.3064,0.306666667,TRAIN
10280,84,0.2,8,-,1,102,0.4,-18,-,1,0,6.8,28.38775383,-26.0,18.0,-4.0,0.0,1,-0.2038,-0.2032,0.0004,-0.6056,-0.5966,0,6.8,6.8,-144.0,0.3951,0.447058824,TRAIN
13712,69,0.1,8,-,1,19,0.75,-5,Symm,2,-1,-1.1,-7.898677969,-13.0,-49.5,-27.5,0.0,1,0.301,0.5042,-0.6596,-0.2534,-0.2505,0,-1.1,-1.1,-37.0,0.4614,0.376470588,TRAIN
1676,23,1.0,23,-,1,31,0.2,21,Symm,2,0,0.0,4.006245125,-2.0,8.5,4.666666667,0.913043478,1,-0.5944,-0.591,0.3506,0.0,0.0,0,0.0,0.0,0.0,0.5329,0.552941176,TRAIN
383,61,0.05,-1,-,1,22,0.05,-4,Symm,8,0,-4.8,-7.838302629,-3.0,-35.5,-10.88888889,0.25,1,-1.0,-0.9036,-0.2172,0.0,0.001,-1,-4.8,-4.8,-1.42e-14,0.1393,0.166666667,TRAIN
10859,-6,1.0,-6,-,1,-6,0.95,-10,-,1,0,-0.2,0.871779789,-4.0,0.0,-2.0,0.6,-1,-0.052,-0.0492,-0.5012,0.0,0.0,-1,-0.2,-0.2,0.0,0.0,0.293333333,TRAIN
14428,7,1.0,7,-,1,89,0.01,9,-,1,0,2.8,7.959899497,2.0,82.0,42.0,0.777777778,1,1.0,1.0,1.0,0.0,0.0,1,2.8,2.8,0.0,1.0,0.813333333,TRAIN
10900,2,1.0,2,-,1,11,0.75,-39,-,1,0,-3.5,21.65063509,-41.0,9.0,-16.0,0.0,1,0.505,0.5118,-0.0058,-0.254,-0.2517,0,-3.5,-3.5,-25.0,0.3937,0.3875,TRAIN
8577,-9,1.0,-9,-,1,70,0.2,-26,-,1,0,2.2,38.4,-17.0,79.0,31.0,0.346153846,1,-0.6038,-0.59,0.0132,0.202,0.2016,0,2.2,2.2,38.4,0.4142,0.5875,TRAIN
5075,13,1.0,13,-,1,20,0.5,16,-,1,0,5.0,2.0,3.0,7.0,5.0,0.8125,1,1.0,1.0,1.0,0.0,0.0,1,5.0,5.0,0.0,1.0,0.893333333,TRAIN
1040,-2,0.75,-26,-,1,1,0.8,-43,-,1,-1,0.2,7.207695155,-17.0,3.0,-7.0,0.604651163,1,0.5886,0.609,0.0126,0.7968,0.7979,0,0.2,0.2,70.4,0.641,0.74,TRAIN
6069,72,0.05,1,-,1,5,1.0,5,R-skew,6,0,0.45,-3.599749163,-1.0,-10.0,-17.5,0.0,1,-0.1066,-0.065,-0.353,-0.4991,-0.4987,0,0.45,0.45,-36.0,0.4668,0.578947368,TRAIN
11321,73,0.05,-5,-,1,17,0.4,-22,-,1,0,-5.3,2.106314114,-17.0,-56.0,-36.5,0.227272727,1,-0.2964,-0.2422,-1.0,0.345,0.3542,0,-5.3,-5.3,66.5,0.2705,0.333333333,TRAIN
4748,14,1.0,14,-,1,117,0.1,12,Symm,6,0,8.5,31.50198406,-2.0,105.5,88.0,0.857142857,1,-0.7986,-0.7838,0.707,0.0,0.0,0,8.5,8.5,0.0,0.9682,0.622222222,TRAIN
8066,-9,1.0,-9,-,1,-5,0.2,-13,-,1,0,-2.4,3.2,-4.0,4.0,0.0,0.692307692,-1,-0.6068,-0.6022,0.013,0.0,0.0,0,-2.4,-2.4,0.0,0.2007,0.2875,TRAIN
4523,68,0.5,-26,-,1,67,0.2,17,L-skew,5,0,6.0,-26.71207256,43.0,3.0,32.33333333,0.0,1,0.314,0.146,0.6514,0.4932,0.5024,0,6.0,6.0,97.0,0.7485,0.677777778,TRAIN
10855,22,0.5,-2,-,1,17,0.95,-38,Symm,8,0,4.25,0.056118778,-36.0,-1.5,0.888888889,0.052631579,1,-0.1014,-0.043,-0.221,0.4523,0.4524,0,4.25,4.25,54.0,0.6443,0.564705882,TRAIN
646,25,0.8,-40,-,1,9,0.9,-11,L-skew,4,0,-5.0,-18.59054658,29.0,-13.0,10.5,0.275,1,-0.595,-0.6042,0.002,-0.0111,-0.0148,0,-5.0,-5.0,-1.625,0.3527,0.2875,TRAIN
9120,13,1.0,13,-,1,21,0.95,3,-,1,0,7.1,3.923009049,-10.0,8.0,-1.0,0.230769231,1,0.9044,0.9044,-0.0036,0.0,0.0,0,7.1,7.1,0.0,0.9122,0.811764706,TRAIN
12440,17,1.0,17,-,1,37,0.2,19,-,1,0,5.6,7.2,2.0,20.0,11.0,0.894736842,1,1.0,1.0,1.0,0.0,0.0,1,5.6,5.6,0.0,1.0,0.9,TRAIN
1048,70,0.1,1,-,1,10,0.75,-19,-,1,1,-5.15,-8.142631645,-20.0,-60.0,-40.0,0.0,1,0.2942,0.2928,-1.0,-0.2491,-0.2542,0,-5.15,-5.15,-44.5,0.2637,0.3875,TRAIN
12330,43,0.2,11,-,1,37,0.5,-5,-,1,0,-1.4,8.2,-16.0,-6.0,-11.0,0.0,1,-0.4032,-0.2082,-1.0,-0.5006,-0.4977,0,-1.4,-1.4,-48.0,0.3021,0.386666667,TRAIN
12111,50,0.25,-26,-,1,-8,0.9,-37,-,1,0,-3.9,-24.20896534,-11.0,-58.0,-34.5,0.702702703,1,0.299,0.344,-1.0,-0.2464,-0.2609,0,-3.9,-3.9,-43.5,0.3841,0.35,TRAIN
9828,26,0.99,-2,-,1,25,0.8,-5,Symm,8,0,-6.72,9.272227412,-3.0,2.5,9.666666667,0.4,1,-0.6318,-0.6106,0.4438,-0.1916,-0.1911,0,-6.72,-6.72,-12.73,0.1442,0.270588235,TRAIN
13376,0,1.0,0,-,1,53,0.1,1,-,1,0,6.2,15.6,1.0,53.0,27.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,6.2,6.2,53.0,1.0,0.988235294,TRAIN
9013,-8,1.0,-8,-,1,1,0.9,-34,-,1,0,5.5,10.5,-26.0,9.0,-8.5,0.235294118,1,0.7958,0.809,-0.018,0.9007,0.9041,0,5.5,5.5,63.0,0.7846,0.7625,TRAIN
13660,8,1.0,8,-,1,14,0.95,-15,-,1,0,4.55,6.320403468,-23.0,6.0,-8.5,0.0,1,0.8946,0.9002,0.0014,-0.0506,-0.0476,0,4.55,4.55,-2.9,0.7003,0.825,TRAIN
10725,99,0.25,-17,-,1,19,0.5,9,-,1,0,2.0,-45.22947342,26.0,-80.0,-27.0,0.0,1,0.4858,0.491,0.004,0.7528,0.748,0,2.0,2.0,174.0,0.7022,0.773333333,TRAIN
10649,23,1.0,23,-,1,30,0.9,-20,-,1,0,2.0,15.0,-43.0,7.0,-18.0,0.0,1,0.7966,0.795,-0.0052,-0.0987,-0.0946,0,2.0,2.0,-10.0,0.5786,0.383333333,TRAIN
6975,49,0.25,-15,-,1,10,0.75,7,-,1,0,8.25,-26.41377482,22.0,-39.0,-8.5,0.0,1,0.4974,0.4912,-0.0164,0.748,0.7517,0,8.25,8.25,96.0,0.8073,0.6,TRAIN
693,17,1.0,17,-,1,21,0.95,2,-,1,0,3.05,4.140953996,-15.0,4.0,-5.5,0.117647059,1,0.9058,0.9018,0.0044,0.0,0.0,0,3.05,3.05,0.0,0.7088,0.566666667,TRAIN
14112,14,1.0,14,-,1,9,0.95,-2,-,1,0,-5.55,2.397394419,-16.0,-5.0,-10.5,0.0,1,-1.0,-1.0,-1.0,-0.0494,-0.0498,-1,-5.55,-5.55,-1.6,0.0,0.0375,TRAIN
9744,14,0.25,-15,-,1,29,0.5,-46,-,1,0,-0.75,24.94263165,-31.0,15.0,-8.0,0.326086957,1,0.0056,0.002,0.0074,0.2489,0.2532,0,-0.75,-0.75,37.5,0.4552,0.52,TRAIN
9884,-7,1.0,-7,-,1,-11,0.75,-20,Symm,8,0,-6.25,4.062019202,-13.0,-0.5,-5.0,0.35,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.25,-6.25,3.55e-15,0.0,0.094117647,TRAIN
7354,12,0.9,-10,-,1,61,0.1,7,-,1,1,2.6,9.6,17.0,49.0,33.0,0.0,1,-0.5918,-0.5986,1.0,0.0981,0.0962,0,2.6,2.6,14.2,0.6776,0.722222222,TRAIN
1634,36,0.5,-46,-,1,17,0.01,-8,-,1,-1,-2.75,-38.51253141,38.0,-19.0,9.5,0.173913043,1,0.0018,0.0106,0.0088,-0.4968,-0.4864,0,-2.75,-2.75,-80.36,0.4712,0.2625,TRAIN
14027,22,1.0,22,-,1,36,0.5,17,Symm,2,0,4.5,9.506576671,-5.0,14.5,7.666666667,0.772727273,1,0.0032,-0.0028,0.3276,0.0,0.0,0,4.5,4.5,0.0,0.8145,0.76,TRAIN
8404,30,1.0,30,-,1,41,0.2,34,Symm,6,0,5.4,2.844292531,4.0,13.5,10.0,0.882352941,1,1.0,1.0,1.0,0.0,0.0,1,5.4,5.4,0.0,1.0,0.7625,TRAIN
11584,18,1.0,18,-,1,26,0.01,21,-,1,0,3.05,0.497493719,3.0,8.0,5.5,0.857142857,1,1.0,1.0,1.0,0.0,0.0,1,3.05,3.05,0.0,1.0,0.8,TRAIN
3217,21,1.0,21,-,1,34,0.75,5,-,1,0,5.75,12.55736835,-16.0,13.0,-1.5,0.238095238,1,0.522,0.5056,-0.0082,0.0,0.0,0,5.75,5.75,0.0,0.744,0.566666667,TRAIN
1686,38,0.4,0,-,1,30,0.01,11,Symm,8,-1,-4.01,-16.7210231,11.0,-4.5,8.888888889,0.0,1,0.1886,0.1922,-0.0264,0.603,0.6039,0,-4.01,-4.01,22.8,0.5681,0.546666667,TRAIN
12897,-6,1.0,-6,-,1,116,0.1,-10,Symm,2,0,8.6,37.80033069,-4.0,122.5,80.0,0.6,1,-0.8034,-0.811,0.3278,0.0977,0.0988,0,8.6,8.6,25.3,0.9468,0.6875,TRAIN
11419,79,0.01,23,-,1,20,0.95,-12,-,1,0,-5.16,1.402308662,-35.0,-59.0,-47.0,0.0,1,-1.0,-1.0,-1.0,-0.0517,-0.052,-1,-5.16,-5.16,-9.1,0.0,0.0875,TRAIN
11639,55,0.5,-7,-,1,60,0.25,5,Symm,4,0,-5.25,-7.180365242,12.0,6.5,25.0,0.0,1,0.5214,0.2414,1.0,0.5006,0.5052,0,-5.25,-5.25,68.5,0.5974,0.6125,TRAIN
4734,3,1.0,3,-,1,3,0.75,-2,-,1,0,-1.25,2.165063509,-5.0,0.0,-2.5,0.0,1,-0.2523,-0.2532,-0.4956,-0.2505,-0.2553,-1,-1.25,-1.25,-2.5,0.0,0.1,TRAIN
11989,5,1.0,5,-,1,34,0.2,8,L-skew,6,0,8.2,11.67732846,-28.0,34.0,13.28571429,0.0,1,0.9876,0.988,0.7242,-0.0063,-0.0059,0,8.2,8.2,-0.775,0.8379,0.875,TRAIN
2485,76,0.1,4,-,1,80,0.2,-3,L-skew,5,-1,2.4,11.77424156,-7.0,8.0,20.83333333,0.0,1,-0.602,-0.597,0.6618,-0.796,-0.8016,0,2.4,2.4,-139.2,0.333,0.329411765,TRAIN
5672,56,0.25,21,-,1,87,0.05,27,Symm,2,0,0.25,-2.078269795,6.0,31.5,28.5,0.777777778,1,0.6018,0.5138,1.0,0.0,0.0,0,0.25,0.25,0.0,0.7576,0.533333333,TRAIN
